10.0.0.2,-,12/Apr/2023:09:41:58 +0000,GET,/items,HTTP/1.1,-,200,14659,-,python-requests/2.25.1,-,localhost,_,0.002
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,GET,/items,HTTP/1.1,-,200,14659,-,python-requests/2.25.1,-,localhost,_,0.001
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,GET,/items,HTTP/1.1,-,200,14659,-,python-requests/2.25.1,-,localhost,_,0.001
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,GET,/items,HTTP/1.1,-,200,14659,-,python-requests/2.25.1,-,localhost,_,0.001
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,PUT,/items/0cef1e37-6455-4dff-9292-4ca2e9be7771,HTTP/1.1,"{""name"": ""We is watching television"", ""completed"": false}",200,98,-,python-requests/2.25.1,-,localhost,_,0.062
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,GET,/items,HTTP/1.1,-,200,14660,-,python-requests/2.25.1,-,localhost,_,0.006
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,PUT,/items/4ed47812-ff52-42d5-9188-b98dae119be1,HTTP/1.1,"{""name"": ""We was playing a game"", ""completed"": true}",200,93,-,python-requests/2.25.1,-,localhost,_,0.008
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,POST,/items,HTTP/1.1,"{""name"": ""They were dancing""}",200,90,-,python-requests/2.25.1,-,localhost,_,0.005
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,GET,/items,HTTP/1.1,-,200,14750,-,python-requests/2.25.1,-,localhost,_,0.067
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,GET,/items,HTTP/1.1,-,200,14750,-,python-requests/2.25.1,-,localhost,_,0.001
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,PUT,/items/3839203d-05a0-4a25-95db-f88e1706aaec,HTTP/1.1,"{""name"": ""Jack was talking"", ""completed"": true}",200,88,-,python-requests/2.25.1,-,localhost,_,0.003
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,POST,/items,HTTP/1.1,"{""name"": ""Jack is watching television""}",200,100,-,python-requests/2.25.1,-,localhost,_,0.003
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,GET,/items,HTTP/1.1,-,200,14850,-,python-requests/2.25.1,-,localhost,_,0.001
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,GET,/items,HTTP/1.1,-,200,14850,-,python-requests/2.25.1,-,localhost,_,0.001
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,PUT,/items/6dc0b9a2-5165-487e-949a-8a99d332d28c,HTTP/1.1,"{""name"": ""He are speaking"", ""completed"": true}",200,87,-,python-requests/2.25.1,-,localhost,_,0.005
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,GET,/items,HTTP/1.1,-,200,14849,-,python-requests/2.25.1,-,localhost,_,0.001
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,GET,/items,HTTP/1.1,-,200,14849,-,python-requests/2.25.1,-,localhost,_,0.074
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,PUT,/items/16b384fc-0970-4930-9113-0ddf59e1b5af,HTTP/1.1,"{""name"": ""Jack was speaking"", ""completed"": false}",200,90,-,python-requests/2.25.1,-,localhost,_,0.007
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,POST,/items,HTTP/1.1,"{""name"": ""She is talking""}",200,87,-,python-requests/2.25.1,-,localhost,_,0.006
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,GET,/items,HTTP/1.1,-,200,14938,-,python-requests/2.25.1,-,localhost,_,0.066
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,PUT,/items/61e1d8ee-73d6-4118-869b-65d5b5e6a6d5,HTTP/1.1,"{""name"": ""We are playing a game"", ""completed"": false}",200,94,-,python-requests/2.25.1,-,localhost,_,0.005
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,POST,/items,HTTP/1.1,"{""name"": ""I are playing a game""}",200,93,-,python-requests/2.25.1,-,localhost,_,0.004
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,GET,/items,HTTP/1.1,-,200,15033,-,python-requests/2.25.1,-,localhost,_,0.001
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,POST,/items,HTTP/1.1,"{""name"": ""Jim were dancing""}",200,89,-,python-requests/2.25.1,-,localhost,_,0.004
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,GET,/items,HTTP/1.1,-,200,15123,-,python-requests/2.25.1,-,localhost,_,0.002
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,POST,/items,HTTP/1.1,"{""name"": ""Jack are talking""}",200,89,-,python-requests/2.25.1,-,localhost,_,0.071
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,GET,/items,HTTP/1.1,-,200,15213,-,python-requests/2.25.1,-,localhost,_,0.001
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,GET,/items,HTTP/1.1,-,200,15213,-,python-requests/2.25.1,-,localhost,_,0.002
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,GET,/items,HTTP/1.1,-,200,15213,-,python-requests/2.25.1,-,localhost,_,0.001
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,GET,/items,HTTP/1.1,-,200,15213,-,python-requests/2.25.1,-,localhost,_,0.001
10.0.0.2,-,12/Apr/2023:09:41:58 +0000,POST,/items,HTTP/1.1,"{""name"": ""Jack were dancing""}",200,90,-,python-requests/2.25.1,-,localhost,_,0.003
